IACUC,See Institutional Animal Care & Use Committee.
IAR,See Internet Assisted Review.
IC,See Institute/Center.
IDeA,See Institutional Development Awards.
iEdison,Interagency Edison
iEdison Module,"Interagency Edison (iEdison) allows government grantees and contractors to report government-funded inventions, patents, and utilization data to the government agency that made the award, as required by the federal Bayh-Dole Act, its implementing regulations, and any related funding agreement terms and conditions."
IMPAC,"Information for Management, Planning, Analysis, and Coordination"
Impact Score,"The impact score is the rating which is assigned to an individual application by an SRG, and designates the reviewers' assessment of the likelihood for the project to exert a sustained, powerful influence on the research field(s) involved, in consideration of established review criteria. The impact score is one mechanism by which the SRG makes a recommendation to the funding component concerning the application's scientific and technical merit. Impact scores may be numeric (10 90) or alphabetical (ND, for example)."
Improper payment,"(1) Any payment that should not have been made or that was made in an incorrect amount (including overpayments and underpayments) under statutory, contractual, administrative, or other legally applicable requirements; and
	
		 
	


	(2) Includes any payment to an ineligible party, any payment for an ineligible good or service, any duplicate payment, any payment for a good or service not received (except for such payments where authorized by law), any payment that does not account for credit for applicable discounts, and any payment where insufficient or lack of documentation prevents a reviewer from discerning whether a payment was proper."
Independent Clinical Trial,"An independent clinical trial is one for which the researcher proposing the study has primary or lead responsibility for conducting and executing the trial. NIH policy permits individual career development awardees and individuals appointed to institutional career development awards to be involved in a range of clinical trial activities, including leading independent clinical trials. For NRSA trainees or fellows, however, NIH policy precludes leading an independent clinical trial as part of their training experience. Instead, NRSA trainees and fellows interested in clinical trials may gain clinical trial research experience by working on a trial led by their mentor or another investigator."
Indian tribe (or federally recognized Indian tribe) ,"Any Indian tribe, band, nation, or other organized group or community, including any Alaska Native village or regional or village corporation as defined in or established pursuant to the Alaska Native Claims Settlement Act (43 U.S.C. Chapter 33), which is recognized as eligible for the special programs and services provided by the United States to Indians because of their status as Indians (25 U.S.C. 450b (e)). See annually published Bureau of Indian Affairs list of Indian Entities Recognized and Eligible to Receive Services."
Indirect Costs,See Facilities and Administrative Costs (F&A).
Individual Ruth L. Kirschstein NRSA,See Ruth L. Kirschstein National Research Service Award (NRSA).
Information Technology Systems ,"Computing devices, ancillary equipment, software, firmware, and similar procedures, services (including support services), and related resources. See also computing devices and equipment."
Informed Consent,"Person's voluntary agreement, based upon adequate knowledge and understanding, to participate in human subjects research or undergo a medical procedure.

In giving informed consent, people may not waive legal rights or release or appear to release an investigator or sponsor from liability for negligence. Go to 21 CFR 50.20 and 50.25"
Initiative,"A request for applications (RFA), request for proposals (RFP), or program announcement (PA) stating the Institute or Center's interest in receiving research applications in a given area because of a programmatic need or scientific opportunity. RFAs and RFPs generally have monies set aside to fund the applications responding to them; program announcements generally do not."
Innovation,"Something new or improved, including research for (1) development of new technologies, (2) refinement of existing technologies, or (3) development of new applications for existing technologies. For the purposes of PHS programs, an example of innovation would be new medical or biological products for improved value, efficiency, or costs."
Institute or Center (IC),"The NIH organizational component responsible for a particular grant program or set of activities. The terms ""NIH IC"" or ""awarding IC"" are used throughout this document to designate a point of contact for advice and interpretation of grant requirements and to establish the focal point for requesting necessary prior approvals or changes in the terms and conditions of award.





Acronym


Full Name


Organizational Code






				CC
			

Clinical Center


				CC
			



				CSR
			

Center for Scientific Review


				RG
			



				CIT
			

Center for Information Technology


				CIT
			



				FIC
			

John E. Fogarty International Center 


				TW
			



				NCATS
			

National Center for Advancing Translational Sciences (NCATS)


				TR
			



				NCCIH
			

National Center for Complementary and Integrative Health


				AT
			



				NCI
			

National Cancer Institute


				CA
			



				NCRR
			

				National Center for Research Resources (dissolved 12/2011)
			

				RR
			



				NEI
			

National Eye Institute


				EY
			



				NHGRI
			

National Human Genome Research Institute


				HG
			



				NHLBI
			

National Heart, Lung, and Blood Institute


				HL
			



				NIA
			

National Institute on Aging


				AG
			



				NIAAA
			

National Institute on Alcohol Abuse and Alcoholism


				AA
			



				NIAID
			

National Institute of Allergy and Infectious Diseases


				AI
			



				NIAMS
			

National Institute of Arthritis and Musculoskeletal and Skin Diseases


				AR
			



				NIBIB
			

National Institute of Biomedical Imaging and Bioengineering


				EB
			



				NICHD
			

Eunice Kennedy Shriver National Institute of Child Health and Human Development


				HD
			



				NIDA
			

National Institute on Drug Abuse


				DA
			



				NIDCD
			

National Institute on Deafness and Other Communication Disorders


				DC
			



				NIDCR
			

National Institute of Dental and Craniofacial Research


				DE
			



				NIDDK
			

National Institute of Diabetes and Digestive and Kidney Diseases


				DK
			



				NIEHS
			

National Institute of Environmental Health Sciences


				ES
			



				NIGMS
			

National Institute of General Medical Sciences


				GM
			



				NIMH
			

National Institute of Mental Health


				MH
			



				NIMHD
			

National Institute on Minority Health and Health Disparities


				MD
			



				NINDS
			

National Institute of Neurological Disorders and Stroke


				NS
			



				NINR
			

National Institute of Nursing Research


				NR
			



				NLM
			

National Library of Medicine


				LM
			



				OD
			

Office of the Director


				OD"
Institution,"Public or Private entity, including Government Agencies."
Institutional Animal Care & Use Committee (IACUC),"The PHS Policy on Humane Care and Use of Laboratory Animals incorporates the U.S. Government Principles for the Utilization and Care of Vertebrate Animals used in Testing, Research, and Training, and requires the grantee to maintain an animal care and use program based on the Guide for the Care and Use of Laboratory Animals. An Institutional Animal Care and Use Committee (IACUC) appointed by the Chief Executive Officer or designee, is federally mandated to oversee the institution's animal program, facilities, and procedures (Public Law 99-158, Sec. 495). IACUC review and approval is required for all PHS supported activities involving live vertebrate animals prior to funding."
Institutional Base Salary,"The annual compensation paid by an organization for an employee's appointment, whether that individual's time is spent on research, teaching, patient care, or other activities. Base salary excludes any income that an individual is permitted to earn outside of duties for the applicant/grantee organization. Base salary may not be increased as a result of replacing organizational salary funds with NIH grant funds. Go to Section 7.9.1 Allowability of Costs/Activities-Selected Items of Cost-Salaries and Wages."
Institutional Business Official,Person working in a research organization's business office who has signature or other authority. That person is the same as Grants.gov's Authorized Organizational Representative (AOR) and the eRA Commons' Signing Official (SO).
Institutional Development Awards (IDeA),Institutional Development Awards (IDeA) enhance biomedical and behavioral research in specific geographic areas. The Division of Research Infrastructure of the National Center for Research Resources (NCRR) provides IDeA grants to foster research within states that traditionally have not received significant levels of competitive funding from the National Institutes of Health (NIH).
Institutional Review Board (IRB),"An administrative body established to protect the rights and welfare of human research subjects recruited to participate in research activities conducted under the auspices of the organization with which it is affiliated. The Institutional Review Board has the authority to approve, require modifications in, or disapprove all research activities that fall within its jurisdiction."
Institutional Ruth L. Kirschstein NRSA,See Ruth L. Kirschstein National Research Service Award (NRSA).
Institutions of Higher Education (IHEs) ,IHE is defined at 20 U.S.C. 1001.
Intangible Property ,"Property having no physical existence, such as trademarks, copyrights, patents and patent applications and property, such as loans, notes and other debt instruments, lease agreements, stock and other instruments of property ownership (whether the property is tangible or intangible)."
Integrated Review Group (IRG),A cluster of scientifically related Study Sections. Applications reviewed by the Center for Scientific Review are often initially assigned at the IRG level and then subsequently assigned to a specific Study Section or Special Emphasis Panel. This two-stage process assignment process provides the opportunity to gain a broad perspective of the areas of science covered by the IRG and to appreciate changes in emphasis and the emergence of new areas while ensuring each application is reviewed by the most appropriate review group.
Intellectual Property,"Creative works or ideas embodied in a form that can be shared or can enable others to recreate, emulate, or manufacture them. Intellectual property is protected by state and federal laws governing inventions, patents, trademarks, unfair competition, copyrights, trade secrets, data and Technical Data, the right of publicity, and new plant varieties. Examples of intellectual property are: inventions; patents; copyrights; designs; know-how; business, technical, and research methods; and other types of intangible business assets such as goodwill and brand recognition. An SBC s intellectual property may include what it proposes and/or generates in its participation in the SBIR/STTR programs."
Interagency Edison,See Edison.
Intergovernmental Personnel Act (IPA) ,"The Intergovernmental Personnel Act Mobility Program provides for the temporary assignment of personnel between the Federal Government and state and local governments, colleges and universities, Indian tribe (or ""federally recognized Indian tribe"" governments, federally funded research and development centers, and other eligible organizations. The goal of the Intergovernmental Personnel Act mobility program is to facilitate the movement of employees, for short periods of time, when this movement serves a sound public purpose."
Internal Control over Compliance Requirements for Federal Awards ,"A process implemented by a non-Federal entity designed to provide reasonable assurance regarding the achievement of the following objectives for Federal award:


	(1) Transactions are properly recorded and accounted for, in order to:


	(i) Permit the preparation of reliable financial statements and Federal reports;


	(ii) Maintain accountability over assets; and


	(iii) Demonstrate compliance with Federal statutes, regulations, and the terms and conditions of the Federal award;


	(2) Transactions are executed in compliance with:


	(i) Federal statutes, regulations, and the terms and conditions of the Federal award that could have a direct and material effect on a Federal program; and


	(ii) Any other Federal statutes and regulations that are identified in the Compliance Supplement; and


	(3) Funds, property, and other assets are safeguarded against loss from unauthorized use or disposition."
Internal Controls ,"A process, implemented by a non-Federal entity, designed to provide reasonable assurance regarding the achievement of objectives in the following categories: (1) Effectiveness and efficiency of operations; (2) Reliability of reporting for internal and external use; and (3) Compliance with applicable laws and regulations."
International Organization,"An organization that identifies itself as international or intergovernmental, and has membership from, and represents the interests of, more than one country, without regard to whether the headquarters of the organization and location of the activity are inside or outside of the United States."
Internet Assisted Review (IAR),"Allows reviewer to submit critiques and preliminary scores for applications they are reviewing. Allows Reviewers, SRAs, and GTAs to view all critiques in preparation for a meeting. IAR creates a preliminary summary statement body containing submitted critiques for the SRA or GTA."
Intervention,"As related to the definition of a clinical trial, a manipulation of the subject or subject's environment for the purpose of modifying one or more health-related biomedical or behavioral processes and/or endpoints. Examples include: drugs/small molecules/compounds; biologics; devices; procedures (e.g., surgical techniques); delivery systems (e.g., telemedicine, face-to-face interviews); strategies to change health-related behavior (e.g., diet, cognitive therapy, exercise, development of new habits); treatment strategies; prevention strategies; and, diagnostic strategies."
Intramural Research,"Research conducted by, or in support of, employees of the NIH."
Invention Reporting,"The requirement pursuant to 37 CFR 401 that recipients of contracts, grants or cooperative agreements fully disclose any subject inventions made during the performance of work under a funding agreement in order to protect the Federal government's rights."
Investigational New Drug (IND),A new drug or biological drug that is used in a clinical investigation.
Investigational New Drug Application,"Under regulation 21 CFR 312, application filed by a drug sponsor with FDA on Form FDA 1571 to conduct clinical trials, including detailed descriptions of all phases, protocols, IRB members, and investigators. Once clinical evaluation is completed, a new drug application must be submitted to FDA to obtain approval to market the drug."
Investigator-Initiated Research,"Research funded as a result of an investigator, on his or her own, submitting a research application. Also known as unsolicited research. Unsolicited applications are reviewed by chartered CSR review committees."
IP,Intellectual Property
IPF number,Institutional Profile File (IPF) number is a unique number used by NIH for tracking/reporting awards to grantee institutions.
IRB Reliance (Authorization) Agreement,"A formal, written document that details an agreement for an institution engaged in nonexempt human subjects research to rely on the institutional review board (IRB) of another institution."
IRG,See Integrated Review Group (IRG)
Joint Venture   ,"An association of concerns with interests in any degree or proportion by way of contract, express or implied, consorting to engage in and carry out a single specific business venture for joint profit, for which purpose they combine their efforts, property, money, skill, or knowledge, but not on a continuing or permanent basis for conducting business generally. A joint venture is viewed as a business entity in determining power to control its management. See 13 C.F.R. 121.103(h)."
Just-In-Time (JIT),"NIH policy allows the submission of certain elements of a competing application to be deferred until later in the application process, after review when the application is under consideration for funding. Within the Status module of the eRA Commons, users will find a feature to submit Just-In-Time information when requested by the NIH. Through this module, institutions can electronically submit the information that is requested after the review, but before award. See Completing the Pre-Award Process-Just-In-Time Procedures for additional information."
K Series,See Career Development Awards
Key Biological and/or Chemical Resources        ,"Key biological and/or chemical resources may or may not be generated with NIH funds and: 1) may differ from laboratory to laboratory or over time; 2) may have qualities and/or qualifications that could influence the research data; and 3) are integral to the proposed research. These include, but are not limited to, cell lines, specialty chemicals, antibodies, and other biologics."
Key Personnel,See Senior/Key Personnel.
Letter of Intent,"Some ICs request prospective applicants to submit letters of intent prior to the submission of a grant application. The letter usually includes the name, address and phone number of the PI, identifies other key personnel and participating institutions, and the RFA or PA identification. Although a letter of intent is not required, is not binding, and does not enter into the review of a subsequent application, the information that it contains allows institute staff to estimate the potential review workload and plan for the application."
LikeThis,"LikeThis is a new search tool to aid Principal Investigators in finding and learning about other research projects that have similar goals and objectives as their own. By entering specific scientific terms or accessing their own grant applications or grants and clicking on LikeThis, investigators will be provided a listing of similar funded projects and/or publications.

See the LikeThis Overview."
Liquidated Damages ,An amount defined in a contract and chargeable against funds due to the contractor for each day the contractor fails to complete the project beyond the contract completion date.
LM,National Library of Medicine
Local Government ,"Any unit of government within a state, including a: (1) County; (2) Borough; (3) Municipality; (4) City; (5) Town; (6) Township; (7) Parish; (8) Local public authority, including any public housing agency under the United States Housing Act of 1937; (9) Special district; (10) School district; (11) Intrastate district; (12) Council of governments, whether or not incorporated as a nonprofit corporation under state law; and (13) Any other agency or instrumentality of a multi-, regional, or intra-state or local government."
LOI,See Letter of Intent
Major A&R ,"An A&R project under a grant whose primary purpose is other than construction or modernization, including a project involving modernization, improvement or remodeling, exceeding $500,000 in direct costs awarded for the project. Major A&R may include improvement, conversion, rearrangement, rehabilitation or remodeling. Major A&R does not apply to minor alterations, renovations or repairs funded under a research project grant or alterations or renovations funded under an NIH center grant. Major A&R is an unallowable activity or cost under foreign grants and foreign components in domestic grants."
Market Research ,"For purposes of the SBIR/STTR programs, market research is defined as the systematic gathering, editing, recording, computing, and analyzing of data about problems related to the sale and distribution of the subject of the research project. It includes various types of research, such as the size of potential market and potential sales volume, the identification of consumers most apt to purchase the product(s), and the advertising media most likely to stimulate their purchases. However, market research does NOT include activities under a research plan or protocol that require a survey of the public as part of the objective of the project to determine the impact of the subject of the research on the behavior of individuals."
Matching or Cost Sharing,"The portion of project costs not paid by Federal funds (unless otherwise authorized by Federal statute). This may include the value of allowable third party in-kind contributions, as well as expenditures by the recipient."
Material Transfer Agreement (MTA),A legal document defining the conditions under which research or other materials can be transferred and used among research laboratories.
MBRS,See Minority Biomedical Research Support.
MCA,Multicomponent Application
MD,National Institute on Minority Health and Health Disparities
Mechanism,"Extramural research awards are divided into three main funding mechanisms: grants, cooperative agreements and contracts. A funding mechanism is the type of funded application or transaction used at the NIH. Within each funding mechanism NIH includes programs. Programs can be further refined by specific activity codes."
Mechanistic Study,"A mechanistic study is designed to understand a biological or behavioral process, the pathophysiology of a disease, or the mechanism of action of an intervention. A mechanistic study may be classified as a clinical trial if the study meets the NIH definition of a clinical trial."
Medical Scientist Training Program (MSTP),"The Medical Scientist Training Program (MSTP) supports the integrated medical (or equivalent professional clinical) degree and graduate research training required for the investigation of human diseases. MSTP assures highly selected trainees a choice of a wide range of pertinent graduate programs in the biological, chemical, and physical sciences which, when combined with training in medicine, lead to the M.D.-Ph.D. degree."
MEDLINE,National Library of Medicine's database for scientific publications. See PubMed.
Merger,"A legal action resulting in the unification of two or more legal entities. When such an action involves the transfer of NIH grants, the procedures for the recognizing a successor-in-interest will apply. When the action does not involve the transfer of NIH grants, the procedures for recognizing a name change will apply."
MH,National Institute of Mental Health
Micro-Purchase ,"A purchase of supplies or services using simplified acquisition procedures, the aggregate amount of which does not exceed the micro-purchase threshold. Micro-purchase procedures comprise a subset of a non-Federal entity's small purchase procedures. The non-Federal entity uses such procedures in order to expedite the completion of its lowest-dollar small purchase transactions and minimize the associated administrative burden and cost. The micro-purchase threshold is set by the Federal Acquisition Regulation at 48 CFR Subpart 2.1 (Definitions). It is $3,000 except as otherwise discussed in Subpart 2.1 of that regulation, but this threshold is periodically adjusted for inflation."
Minor A&R ,"An A&R project under a grant whose primary purpose is other than construction or modernization, including a project involving improvement or remodeling, which does not exceed $500,000 in direct costs. Minor A&R is not an allowable activity or cost under grants to individuals or grants for limited purposes, such as grants in support of scientific meetings (conference grants). Routine maintenance and repair of the organization's physical plant or its equipment is not considered A&R; these types of costs are typically treated as F&A costs."
Minority Access to Research Careers (MARC),A National Research Service Award (NRSA) program to enhance diversity in the biomedical research workforce. The various MARC programs provide undergraduates with research training opportunities in the biomedical sciences.
Minority Biomedical Research Support (MBRS),A program to strengthen the biomedical research and research training capability of ethnic minority institutions. The intent is to increase the involvement of minority faculty and students in biomedical research.
Model Organism,"Animal, plant, or other organism used to study basic biologic processes to provide insight into other organisms. See Model Organism Sharing. Go to NIH's Model Organism for Biomedical Research."
Model Organism Sharing,Policy stating a PD/PI applicant must submit plans for sharing mammalian and non-mammalian eukaryotic models to comply with the NIH Policy on Sharing of Model Organisms. Go to NIH's Model Organisms for Biomedical Research.
Modernization,"Alteration, renovation, remodeling, improvement, and/or repair of an existing building and the provision of equipment necessary to make the building suitable for use for the purposes of a particular program. The entire purpose of the modernization grant is to modernize biomedical research facilities. A modernization grant cannot support the conduct of any research."
Modified Summary Statement,"Former term for a summary statement containing reviewer critiques, which is now standard practice. See Summary Statement."
Modified Total Direct Cost (MTDC),"Modified Total Direct Cost (MTDC) means all direct salaries and wages, applicable fringe benefits, materials and supplies, services, travel, and up to the first $25,000 of each subaward (regardless of the period of performance of the subawards under the award). MTDC excludes equipment, capital expenditures, charges for patient care, rental costs, tuition remission, scholarships and fellowships, participant support costs and the portion of each subaward in excess of $25,000. Other items may only be excluded when necessary to avoid a serious inequity in the distribution of indirect costs, and with the approval of the cognizant agency for indirect costs."
Modular Application,"A type of grant application in which support is requested in specified increments without the need for detailed supporting information related to separate budget categories. When modular procedures apply, they affect not only application preparation but also review, award, and post-award administration. Go to Modular."
Monitoring,"A process whereby the programmatic and business management performance aspects of a grant are assessed by reviewing information gathered from various required reports, audits, site visits, and other sources."
MOU,Memorandum of Understanding
Multi-project Grant Application,"A multi-project application is a single grant application submission with multiple, interrelated components with defined work, personnel,sites and budgets that share a common focus or objective."
Multi-Year Funding (MYF),Multi-year funded (MYF) awards are where the project period and budget period are the same and are longer than one year. A no-cost extension of an existing grant does not constitute Multi-Year Funding.
Multiple Program Director/Principal Investigator,"Multiple Program Director/Principal Investigator (multiple PD/PI) awards are an opportunity for multidisciplinary efforts and collaboration through a team of scientists under a single grant award. All PD/PIs share equally the authority and responsibility for leading and directing the project, intellectually and logistically. Each PD/PI is responsible and accountable to the applicant organization, or as appropriate to a collaborating organization, for the proper conduct of the project or program, including the submission of all required reports. The presence of more than one PD/PI on an application or award diminishes neither the responsibility nor the accountability of any individual PD/PI. Go to Multiple Principal Investigators."
NAC,National Advisory Council
Name Change,An action whereby the name of an organization is changed without otherwise affecting the rights and obligations of that organization as a recipient.
National Institutes of Health (NIH),"A Federal agency whose mission is to improve the health of the people of the United States. NIH is a part of the Public Health Service, which is part of the U.S. Department of Health and Human Services. Go to NIH."
National Library of Medicine (NLM),"The National Library of Medicine (NLM), on the campus of the National Institutes of Health in Bethesda, Maryland, has been a center of information innovation since its founding in 1836. The world's largest biomedical library, NLM maintains and makes available a vast print collection and produces electronic information resources on a wide range of topics that are searched billions of times each year by millions of people around the globe.

As part of the Public Access policy, in Spring, 2013, at the earliest, NIH will delay processing of non-competing continuation grant awards if publications arising from that award are not in compliance with the NIH public access policy. Compliant publications must be registered on NLM via MyNCBI.

See Guide Notice NOT-OD-12-160."
National Research Service Award (NRSA),See Ruth L. Kirschstein National Research Service Award (NRSA).
NCATS,National Center for Advancing Translational Sciences
NCCAM,National Center for Complementary and Alternative Medicine (dissolved 12/2014)
NCCIH,National Center for Complementary and Integrative Health (formally NCCAM)
NCE,No-Cost Extension
NCI,NIH National Cancer Institute
NCRR,NIH National Center for Research Resources (dissolved 12/2011)
NED,NIH Enterprise Directory
NEI,NIH National Eye Institute
"New Application (award, grant)","Refers to an application not previously proposed, or one that has not received prior funding. Also known as a Type 1."
New Investigator,"A PD/PI who has not previously competed successfully as a PD/PI for a substantial independent research award is considered a New Investigator. For example, a PD/PI who has previously received a competing NIH R01 research grant is no longer considered a New Investigator. However, a PD/PI who has received a Small Grant (R03) or an Exploratory/Developmental Research Grant Award (R21) retains his or her status as a New Investigator. The list of NIH grants that a PD/PI can hold and still be considered a New Investigator is the same as the list of grants that a PD/PI can hold and still be considered an Early Stage Investigator. This list can be found at https://grants.nih.gov/policy/early-investigators/list-smaller-grants.htm."
NHGRI,NIH National Human Genome Research Institute
NHLBI,"NIH National Heart, Lung, and Blood Institute"
NIA,NIH National Institute on Aging
NIAAA,NIH National Institute on Alcohol Abuse and Alcoholism
NIAID,NIH National Institute of Allergy and Infectious Diseases
NIAMS,NIH National Institute of Arthritis and Musculoskeletal and Skin Diseases
NIBIB,NIH National Institute of Biomedical Imaging and Bioengineering
NICHD,NIH Eunice Kennedy Shriver National Institute of Child Health and Human Development
NIDA,NIH National Institute on Drug Abuse
NIDCD,NIH National Institute on Deafness and Other Communication Disorders
NIDCR,NIH National Institute of Dental and Craniofacial Research
NIDDK,NIH National Institute of Diabetes and Digestive and Kidney Diseases
NIEHS,NIH National Institute of Environmental Health Sciences
NIGMS,NIH National Institute of General Medical Sciences
NIH Director's Pioneer Award,"The NIH Director's Pioneer Award supports individual scientists of exceptional creativity who propose pioneering approaches to major challenges in biomedical and behavioral research. The term ""pioneering"" is used to describe highly innovative - potentially transformative - approaches having the potential to produce an unusually high impact, and the term ""award"" is used to mean a grant for conducting research, rather than a reward for past achievements. Biomedical and behavioral research is defined broadly in this announcement as encompassing scientific investigations in the biological, behavioral, clinical, social, physical, chemical, computational, engineering, and mathematical sciences. Go to NIH Director's Pioneer Award."
NIH Grants Policy Statement (NIHGPS),"A consolidated resource of policy requirements that serve as the terms and conditions of NIH grant awards. It also provides general information about NIH-its organization, staff, and grants process. Current and historical versions of the NIHGPS can be found on the OER Grants Policy and Guidance webpage."
NIH Guide for Grants and Contracts,"The official publication for NIH's medical and behavioral research grants policies, guidelines and funding opportunities. Go to Funding Opportunities and Notices."
NIH-Defined Phase III Clinical Trial,"An NIH-defined Phase III clinical trial is a broadly based prospective Phase III clinical investigation, usually involving several hundred or more human subjects, for the purpose of evaluating an experimental intervention in comparison with a standard or controlled intervention or comparing two or more existing treatments. Often the aim of such investigation is to provide evidence leading to a scientific basis for consideration of a change in health policy or standard of care. The definition includes pharmacologic, non-pharmacologic, and behavioral interventions given for disease prevention, prophylaxis, diagnosis, or therapy. Community trials and other population-based intervention trials are also included."
NIH/OD,"National Institutes of Health, Office of the Director"
NIHGPS,See NIH Grants Policy Statement (NIHGPS)
NIMH,NIH National Institute of Mental Health
NIMHD,NIH National Institute on Minority Health and Health Disparities
NINDS,NIH National Institute on Neurological Disorders and Stroke
NINR,National Institute of Nursing Research
NINR,NIH National Institute of Nursing Research
NLM,NIH National Library of Medicine
No-Cost Extension,"An extension of time to a project period and/or budget period to complete the work of the grant under that period, without additional Federal funds or competition. See NIH Standard Terms of Award and Prior Approval Requirements."
Non-Competing Continuation Application/Award,A financial assistance request (in the form of an application or progress report) or resulting award for a subsequent budget period within a previously approved project period for which a recipient does not have to compete with other applicants.
Non-Federal Entity ,"A state, local government, Indian tribe, institution of higher education (IHE), or nonprofit organization that carries out a Federal award as a recipient or subrecipient."
Non-Federal Share,"When cost sharing or matching is required as a condition of an award, the portion of allowable project/program costs not borne by the Federal government."
Non-Profit Organization,"Any corporation, trust, association, cooperative, or other organization, not including IHEs, that: (1) Is operated primarily for scientific, educational, service, charitable, or similar purposes in the public interest; (2) Is not organized primarily for profit; and (3) Uses net proceeds to maintain, improve, or expand the operations of the organization."
NOSI,See Notice of Special Interest
NOT,See Notice
Not Recommended for Further Consideration (NRFC) ,"An application may be designated Not Recommended for Further Consideration (NRFC) by the Scientific Review Group if it lacks significant and substantial merit; presents serious ethical problems in the protection of human subjects from research risks; or presents serious ethical problems in the use of vertebrate animals, biohazards, and/or select agents. Applications designated as NRFC do not proceed to the second level of peer review (National Advisory Council/Board) because they cannot be funded."
Notice (NOT),"A Notice (Guide Notice) is an official NIH announcement relating to a change in policy, procedure, form, or system. Notices are posted on the NIH website and users can be notified via a variety of NIH listservs. You can search for notices and funding opportunities at the NIH Guide."
Notice of Award (NoA),"The official, legally binding document, signed (or the electronic equivalent of signature) by a Grants Management Officer that:


		notifies the recipient of the award of a grant;

		contains or references all the terms and conditions of the grant and Federal funding limits and obligations; and,

		provides the documentary basis for recording the obligation of Federal funds in the NIH accounting system."
Notice of Special Interest (NOSI),"Notices posted in the NIH Guide for Grants and Contracts that succinctly highlight a specific topic of interest, for example a specific area of research or program. These notices direct applicants to one or more active funding opportunity announcements (often parent announcements) for submission of applications for the initiative described. Many program announcements will be issued as Notices of Special Interest going forward."
NR,National Institute of Nursing Research
NS,National Institute of Neurological Disorders and Stroke
Objective Review,"A process that involves the thorough and consistent examination of applications based on an unbiased evaluation of scientific or technical merit or other relevant aspects of the proposal. The review is performed by persons expert in the field of endeavor for which support is requested, and is intended to provide advice to the individuals responsible for making award decisions."
Obligation,"The amounts for which the recipient has made binding commitments for orders placed for property and services, contracts and subawards, and similar transactions during a funding period that will require payment during the same or a future period."
Obligations,"When used in connection with a non- Federal entity's utilization of funds under a Federal award, obligations means orders placed for property and services, contracts and subawards made, and similar transactions during a given period that require payment by the non- Federal entity during the same or a future period."
OD,Office of the Director
Offeror,A contracting term denoting an applicant responding to a Request for Proposal (RFP).
Office for Human Research Protections (OHRP),HHS office overseeing human subject protection for HHS-supported research. Go to OHRP.
Office of Extramural Research (OER),"The Office of Extramural Research, housed in the NIH Office of the Director, provides the corporate framework for the NIH research administration and works to ensure the scientific integrity, public accountability, and effective stewardship of the NIH research grant portfolio. Go to OER."
Office of Laboratory Animal Welfare (OLAW),NIH office overseeing compliance with the PHS Policy on Humane Care and Use of Laboratory Animals. Go to OLAW and PHS Policy Tutorial.
Office of Management and Budget (OMB),"The Executive Office of the President, Office of Management and Budget."
Office of Research Information Systems (ORIS),"Provides IT systems, data and reporting support for grants processing for NIH and other agencies (HHS Operating Divisions and the Veterans' Administration) and works with the user community to provide efficient techniques for the conduct of extramural business. An office in the Office of Extramural Research, Office of the Director, NIH. The electronic Research Administration (eRA) and the Division of Information Services are part of ORIS."
Office of Research Integrity (ORI),HHS office promoting integrity in biomedical and behavioral research supported by the Public Health Service by monitoring institutional investigations of scientific misconduct and facilitating the responsible conduct of research. Go to ORI.
Older Adult,"For the purposes of the NIH Policy and Guidelines on the Inclusion of Individuals Across the Lifespan as Participants in Research Involving Human Subjects, an older adult is defined as an individual 65 years of age or older. The intent of the NIH policy is to provide the opportunity for individuals, including children and older adults, to participate in research studies when there is a sound scientific rationale for including them, and their participation is appropriate. Thus, older adults must be included in NIH-conducted or supported human subjects research unless there are scientific or ethical reasons not to include them."
OMB Circulars ,"Government-wide guidance issued to Heads of Federal agencies by the Director of OMB. OMB Circulars directly pertinent to grants include the following:



		cost principles (OMB Circular A-21, OMB Circular A-87, and OMB Circular A-122). See Cost Considerations-The Cost Principles for additional information;
	

		uniform administrative requirements (OMB Circular A-102 and OMB Circular A-110);
	

		audit requirements for non-profit organizations (OMB Circular A-133). See Monitoring-Audit for additional information.
	


	 Some (but not all) of these OMB Circulars were reissued in Title 2 of the Code of Federal Regulations (CFR). Effective December 26, 2014, these Circulars were superseded by OMB's Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (""Uniform Guidance"") located in 2 CFR Part 200."
On-time Submission,"For an application to be considered on-time, all registrations must be completed and an error free application must be submitted to and accepted by Grants.gov with a timestamp on or before 5:00 p.m. local time of submitting organization on submission deadline date.

NOTE 


		For both paper and electronic submissions, when these dates fall on a weekend or holiday, they are extended to the next business day.

		Requests for Applications (RFAs) and Program Announcements with Special Referral Considerations (PARs) with special receipt dates always must be received (by Grants.gov for electronic applications and the Center for Scientific Review for paper applications) on the dates designated in the announcement to be on time.

See: NIH Policy on Late Submission of Grant Applications."
Open Date,First date an applicant can submit an electronic grant application to NIH through Grants.gov. NIH typically allows applications to be submitted up to 30 days in advance of a submission deadline.
Organization,"A generic term used to refer to an Institution of Higher Education or other entity, including an individual, which applies for or receives an NIH grant or cooperative agreement."
